hg19	hg38	Liver	Lungs	Colon	SmallIntestines	Pancreas	AdrenalGlands	Esophagus	AdiposeTissues	Heart	Brain	T-cells	B-cells	Neutrophils	Placenta	Minimum	Maximum	Mean	S.D.	C.V.	Placenta-informative
chr21:46875669-46876169	chr21:45455755-45456255	27.2	59.4	76.0	62.9	47.0	93.2	33.8	68.5	69.6	26.8	80.3	84.1	86.0	39.0	26.8	93.2	62.7	22.6	0.4	N
chr21:46955316-46955816	chr21:45535402-45535902	46.6	64.1	88.8	81.5	85.5	63.9	73.7	52.3	84.0	76.2	67.4	64.1	7.4	45.8	7.4	88.8	65.8	21.7	0.3	N
chr21:47717736-47718236	chr21:46297822-46298322	14.9	6.1	7.2	6.4	8.3	19.5	6.6	9.0	8.6	24.4	13.9	13.3	3.1	45.0	3.1	24.4	10.9	6.1	0.6	Y
chr21:47742280-47742780	chr21:46322366-46322866	48.7	10.6	2.2	5.6	13.9	25.8	10.1	11.7	14.2	17.8	9.1	3.6	0.6	9.2	0.6	48.7	13.4	12.6	0.9	N
chr21:47879571-47880071	chr21:46459658-46460158	25.9	3.5	1.7	4.6	2.6	1.1	5.0	5.8	1.6	3.3	18.7	10.8	1.3	13.7	1.1	25.9	6.6	7.6	1.1	N
chr21:48081242-48081742	chr21:46661330-46661830	52.4	41.2	65.6	39.6	31.8	32.7	40.0	46.8	40.2	30.0	67.3	59.4	68.6	54.7	30.0	68.6	47.3	13.9	0.3	N
chr22:16867875-16868375	chr22:16387149-16387649	31.6	27.7	57.9	38.2	13.0	27.3	25.8	20.7	17.4	32.2	31.2	24.8	28.0	8.0	13.0	57.9	28.9	10.9	0.4	N
chr22:17089956-17090456	chr22:16609066-16609566	15.2	20.8	42.7	10.4	4.8	10.7	20.0	27.8	11.5	9.1	59.8	44.6	43.6	37.4	4.8	59.8	24.7	17.5	0.7	N
chr22:17488275-17488775	chr22:17007385-17007885	26.3	21.7	58.5	17.7	23.0	32.3	40.2	30.6	36.3	22.1	32.4	35.2	26.0	29.2	17.7	58.5	31.0	10.6	0.3	N
chr22:17516914-17517414	chr22:17036024-17036524	30.4	26.8	36.7	17.1	24.9	62.9	19.4	22.6	17.0	2.8	27.1	18.5	27.6	10.6	2.8	62.9	25.7	13.9	0.5	N
chr22:17566603-17567103	chr22:17085713-17086213	26.3	11.8	36.7	9.9	22.5	18.2	13.0	14.9	14.5	9.8	0.7	4.4	4.2	13.6	0.7	36.7	14.4	9.8	0.7	N
chr22:17640482-17640982	chr22:17159592-17160092	10.9	14.7	6.5	11.5	4.2	15.7	13.6	27.2	16.6	2.6	43.6	21.8	38.3	28.4	2.6	43.6	17.5	12.4	0.7	N
chr22:18110633-18111133	chr22:17627867-17628367	7.2	10.0	4.1	8.9	6.0	16.2	11.4	20.5	9.4	9.3	12.8	30.0	14.0	0.8	4.1	30.0	12.3	6.9	0.6	N
chr22:18255616-18256116	chr22:17772850-17773350	67.1	50.5	47.4	49.5	75.0	66.8	42.0	38.9	75.2	63.8	58.1	40.0	25.0	75.7	25.0	75.2	53.8	15.3	0.3	N
chr22:18267969-18268469	chr22:17785203-17785703	30.4	69.5	36.9	65.3	38.7	64.3	77.8	70.9	66.7	40.4	77.6	61.4	49.0	24.2	30.4	77.8	57.6	16.4	0.3	N
chr22:18325064-18325564	chr22:17842298-17842798	21.7	79.8	48.6	50.4	87.2	43.0	70.5	85.2	67.5	62.8	34.6	62.7	87.7	82.1	21.7	87.7	61.7	21.0	0.3	N
chr22:18507420-18507920	chr22:18024654-18025154	24.5	20.2	10.3	16.6	8.9	15.7	15.2	26.4	20.0	15.9	31.6	22.4	23.6	7.4	8.9	31.6	19.3	6.4	0.3	N
chr22:18985500-18986000	chr22:18997987-18998487	56.1	38.8	28.6	37.6	28.6	50.4	24.6	34.1	23.7	39.5	54.7	64.3	59.1	37.4	23.7	64.3	41.6	13.9	0.3	N
chr22:19165062-19165562	chr22:19177549-19178049	13.4	32.5	11.6	25.5	22.7	18.0	17.1	29.5	39.6	14.4	50.9	37.2	49.4	12.4	11.6	50.9	27.8	13.4	0.5	N
chr22:19279672-19280172	chr22:19292149-19292649	29.7	35.3	11.1	46.6	13.1	19.4	24.4	32.2	31.5	55.1	33.7	20.8	32.2	31.1	11.1	55.1	29.6	12.4	0.4	N
chr22:19710015-19710515	chr22:19722492-19722992	40.1	67.2	24.5	59.4	74.4	78.2	82.6	79.5	44.1	72.5	79.2	90.3	63.6	19.1	24.5	90.3	65.8	19.2	0.3	N
chr22:19745902-19746402	chr22:19758379-19758879	47.0	30.5	20.6	23.5	33.4	59.2	55.4	38.0	22.9	17.7	52.7	33.9	35.5	45.0	17.7	59.2	36.2	13.7	0.4	N
chr22:20068407-20068907	chr22:20080884-20081384	9.2	11.0	5.0	14.0	3.1	8.7	5.4	16.3	3.3	2.8	32.0	51.9	37.8	14.7	2.8	51.9	15.4	15.5	1.0	N
chr22:20783887-20784387	chr22:20429600-20430100	38.2	50.2	13.6	45.2	32.4	29.7	34.8	65.5	74.6	58.9	9.3	11.9	10.3	18.3	9.3	74.6	36.5	21.8	0.6	N
chr22:21983287-21983787	chr22:21628998-21629498	32.9	23.6	26.2	13.7	11.5	19.7	12.5	12.1	29.2	16.7	25.4	14.8	29.5	7.3	11.5	32.9	20.6	7.6	0.4	N
chr22:22090625-22091125	chr22:21736336-21736836	19.8	32.9	47.9	27.9	36.0	33.9	43.5	29.9	36.1	15.3	20.0	29.2	16.9	13.6	15.3	47.9	29.9	10.0	0.3	N
chr22:22306055-22306555	chr22:21951683-21952183	41.0	31.5	42.2	40.3	27.8	49.1	35.6	31.4	38.0	29.4	52.5	29.2	12.8	5.7	12.8	52.5	35.4	10.3	0.3	N
chr22:22472167-22472667	chr22:22117774-22118298	36.2	32.1	55.6	54.3	38.4	38.7	36.3	14.3	27.8	49.4	29.4	39.1	31.7	21.4	14.3	55.6	37.2	11.2	0.3	N
chr22:23411725-23412225	chr22:23069546-23070046	12.4	7.5	3.1	5.7	1.6	6.4	3.9	9.5	7.1	1.9	23.5	9.9	7.3	15.3	1.6	23.5	7.7	5.7	0.7	N
chr22:23487498-23487998	chr22:23145311-23145811	37.1	7.2	8.3	8.1	30.1	5.1	5.0	4.5	10.4	2.2	18.5	10.4	4.2	0.8	2.2	37.1	11.6	10.7	0.9	N
chr22:23522051-23522551	chr22:23179864-23180364	16.1	25.8	21.8	39.3	18.9	21.9	15.4	20.3	28.4	14.2	51.7	54.1	25.6	34.1	14.2	54.1	27.2	13.2	0.5	N
chr22:24110530-24111030	chr22:23768343-23768843	13.9	31.1	19.4	31.6	19.5	18.4	19.3	37.9	12.6	7.9	40.9	27.5	29.1	17.0	7.9	40.9	23.8	10.0	0.4	N
chr22:24180492-24180992	chr22:23838305-23838805	32.9	16.4	30.7	16.3	8.8	27.6	38.6	19.0	34.3	17.6	8.6	3.5	6.8	42.7	3.5	38.6	20.1	11.6	0.6	N
chr22:24191548-24192048	chr22:23849361-23849861	10.2	18.2	18.5	16.5	13.6	15.6	13.3	15.8	10.5	6.1	14.9	26.8	20.5	11.8	6.1	26.8	15.4	5.2	0.3	N
chr22:24890413-24890913	chr22:24494445-24494945	17.8	38.4	4.0	23.7	11.9	26.1	28.6	24.6	33.3	10.0	36.9	27.7	13.9	6.4	4.0	38.4	22.8	10.7	0.5	N
chr22:25081851-25082351	chr22:24685884-24686384	28.8	40.4	77.1	36.8	42.8	42.2	39.2	37.0	22.8	6.1	42.1	40.2	17.7	12.2	6.1	77.1	36.4	16.6	0.5	N
chr22:27152698-27153198	chr22:26756735-26757235	28.2	18.2	16.8	12.7	27.0	10.7	20.8	21.5	16.4	4.5	54.7	19.1	21.4	5.9	4.5	54.7	20.9	12.0	0.6	N
chr22:28010274-28010774	chr22:27614313-27614813	11.8	13.3	14.8	14.8	9.0	12.5	13.3	15.3	10.8	11.5	43.7	27.9	7.3	2.6	7.3	43.7	15.8	9.7	0.6	N
chr22:28195794-28196294	chr22:27799806-27800306	20.9	29.4	16.5	26.9	38.9	19.0	21.8	43.7	13.3	10.8	86.0	59.2	69.4	9.2	10.8	86.0	35.1	23.4	0.7	N
chr22:29280413-29280913	chr22:28884425-28884925	14.5	25.5	16.0	23.3	19.2	15.4	20.5	43.2	28.2	8.7	53.0	52.4	44.8	0.9	8.7	53.0	28.1	15.2	0.5	N
chr22:29467292-29467792	chr22:29071304-29071804	2.0	14.0	1.4	2.6	12.3	31.5	2.1	4.2	8.4	15.2	1.2	1.9	2.0	0.7	1.2	31.5	7.6	8.8	1.2	N
chr22:29709746-29710246	chr22:29313757-29314257	37.0	22.9	7.3	17.2	23.3	18.4	31.2	26.4	21.9	23.8	27.5	29.3	27.0	32.6	7.3	37.0	24.1	7.3	0.3	N
chr22:29865827-29866327	chr22:29469838-29470338	38.9	39.3	30.9	32.8	43.9	77.3	35.8	56.8	24.8	65.7	72.2	67.0	77.4	21.2	24.8	77.4	51.0	19.0	0.4	N
chr22:29876920-29877420	chr22:29480931-29481431	23.4	9.6	55.2	9.3	10.2	2.6	20.8	8.9	6.1	8.7	11.8	23.5	4.0	7.9	2.6	55.2	14.9	13.9	0.9	N
chr22:30163337-30163837	chr22:29767348-29767848	0.0	0.7	13.4	0.6	18.5	19.7	20.8	8.4	20.3	11.5	0.0	0.5	0.9	0.2	0.0	20.8	8.9	8.8	1.0	N
chr22:30476013-30476513	chr22:30080024-30080524	26.0	21.2	78.3	33.2	42.1	43.3	49.7	26.8	19.2	9.6	61.6	20.1	18.9	4.4	9.6	78.3	34.6	19.6	0.6	N
chr22:30820400-30820900	chr22:30424412-30424912	16.2	22.4	10.5	18.3	19.8	27.4	10.8	24.7	24.5	7.6	27.4	21.6	34.4	49.0	7.6	34.4	20.4	7.7	0.4	Y
chr22:31030859-31031359	chr22:30634872-30635372	24.5	5.4	7.1	6.6	20.8	17.6	6.5	4.3	6.4	17.0	11.9	4.5	0.8	3.5	0.8	24.5	10.3	7.4	0.7	N
chr22:31091201-31091701	chr22:30695214-30695714	52.5	40.7	32.5	43.5	15.8	30.6	56.7	49.5	33.4	15.1	59.6	52.7	51.1	52.8	15.1	59.6	41.0	14.7	0.4	N
chr22:31218727-31219227	chr22:30822740-30823240	16.0	21.4	23.2	12.8	28.3	23.6	18.9	15.5	21.5	7.0	8.9	5.5	3.5	9.1	3.5	28.3	15.8	7.8	0.5	N
chr22:31502897-31503397	chr22:31106911-31107411	37.8	33.0	32.4	28.4	18.7	43.8	40.8	21.1	19.8	11.0	33.5	18.3	36.3	20.5	11.0	43.8	28.9	10.1	0.4	N
chr22:31686137-31686637	chr22:31290151-31290651	46.1	15.5	2.5	15.2	29.2	41.6	16.7	21.0	30.1	24.6	2.5	26.6	4.3	3.1	2.5	46.1	21.2	13.8	0.7	N
chr22:31741046-31741546	chr22:31345060-31345560	41.5	7.1	2.9	4.8	2.6	22.0	10.0	13.0	21.9	6.4	3.3	5.2	3.5	13.8	2.6	41.5	11.1	11.3	1.0	N
chr22:32439047-32439547	chr22:32043060-32043560	47.0	32.4	6.5	51.0	24.6	46.4	47.9	52.5	54.5	60.5	48.8	60.6	41.4	53.8	6.5	60.6	44.2	15.2	0.3	N
chr22:35697144-35697644	chr22:35301151-35301651	32.9	49.3	81.9	72.2	82.7	65.8	54.0	52.0	86.1	78.9	50.1	65.8	9.7	11.8	9.7	86.1	60.1	22.0	0.4	N
chr22:36806030-36806530	chr22:36409985-36410485	10.6	26.6	5.2	16.0	5.9	6.7	17.5	19.0	22.7	25.6	33.6	4.6	16.3	4.0	4.6	33.6	16.2	9.3	0.6	N
chr22:36925936-36926436	chr22:36529889-36530389	64.1	46.4	20.4	44.1	25.7	35.6	32.8	48.1	50.1	56.6	66.7	56.0	49.4	9.7	20.4	66.7	45.8	14.0	0.3	N
chr22:37414320-37414820	chr22:37018279-37018779	33.4	66.5	20.4	52.6	27.5	75.5	66.3	76.9	63.9	45.4	91.8	92.8	87.4	67.6	20.4	92.8	61.6	24.2	0.4	N
chr22:37595666-37596166	chr22:37199626-37200126	5.6	12.3	2.5	11.2	3.4	15.5	7.7	24.3	11.0	9.4	16.3	20.4	16.6	9.8	2.5	24.3	12.0	6.5	0.5	N
chr22:37720220-37720720	chr22:37324179-37324679	31.2	41.4	16.3	20.9	47.5	28.0	30.6	34.1	17.5	56.7	49.5	40.3	31.4	29.1	16.3	56.7	34.3	12.4	0.4	N
chr22:38215048-38215548	chr22:37819041-37819541	43.8	37.8	49.0	38.6	79.5	36.0	38.9	33.0	50.8	40.5	37.9	46.8	20.0	45.1	20.0	79.5	42.5	13.6	0.3	N
chr22:38484616-38485116	chr22:38088609-38089109	55.2	42.7	84.4	56.2	65.7	44.2	22.8	46.3	29.0	48.6	44.3	51.0	51.0	17.3	22.8	84.4	49.3	15.3	0.3	N
chr22:38808285-38808785	chr22:38412280-38412780	57.0	40.0	19.1	39.0	19.4	30.0	31.5	30.3	35.1	32.7	60.2	54.7	47.7	9.2	19.1	60.2	38.2	13.3	0.3	N
chr22:39100826-39101326	chr22:38704821-38705321	9.5	10.4	5.8	12.3	2.6	17.1	10.7	11.3	18.5	19.2	34.1	30.9	13.2	8.4	2.6	34.1	15.1	9.1	0.6	N
chr22:39238669-39239169	chr22:38842664-38843164	26.7	21.9	15.5	19.3	32.4	31.1	25.1	21.8	19.8	5.1	24.4	40.6	32.7	19.8	5.1	40.6	24.4	8.9	0.4	N
chr22:39626091-39626591	chr22:39230086-39230586	68.3	48.0	56.7	37.1	69.1	44.0	63.4	37.5	51.1	76.7	55.8	19.4	13.8	43.9	13.8	76.7	49.3	18.9	0.4	N
chr22:39637720-39638220	chr22:39241715-39242215	49.7	8.5	5.8	4.5	15.7	21.6	4.7	7.8	20.5	14.9	2.1	7.6	2.1	6.6	2.1	49.7	12.8	12.9	1.0	N
chr22:39784855-39785355	chr22:39388850-39389350	69.7	36.5	28.7	33.9	40.7	49.2	24.2	43.8	36.1	32.9	13.6	52.9	51.1	25.0	13.6	69.7	39.5	14.3	0.4	N
chr22:39796129-39796629	chr22:39400124-39400624	29.8	31.0	36.2	27.5	20.8	29.9	25.0	23.1	23.9	11.4	35.8	26.4	43.9	21.2	11.4	43.9	28.0	8.0	0.3	N
chr22:39927804-39928304	chr22:39531799-39532299	7.2	8.4	5.3	8.1	4.8	11.5	6.3	8.9	10.5	4.8	3.0	12.8	24.3	8.7	3.0	24.3	8.9	5.4	0.6	N
chr22:40058442-40058942	chr22:39662437-39662937	23.1	10.0	12.8	10.0	11.3	35.7	22.6	14.0	6.8	18.9	29.2	12.5	11.0	27.8	6.8	35.7	16.8	8.6	0.5	N
chr22:40081520-40082020	chr22:39685515-39686015	11.8	10.5	20.7	9.6	10.9	37.1	48.4	9.9	3.7	15.7	37.0	13.7	10.3	19.7	3.7	48.4	18.4	13.6	0.7	N
chr22:40391485-40391985	chr22:39995481-39995981	81.5	71.0	15.9	63.2	17.1	88.1	49.5	86.3	79.8	85.7	85.9	70.3	52.0	46.7	15.9	88.1	65.1	25.0	0.4	N
chr22:40767460-40767960	chr22:40371456-40371956	77.8	73.4	30.8	70.3	34.2	64.0	56.8	81.8	84.4	73.7	91.2	85.7	92.3	34.2	30.8	92.3	70.5	19.7	0.3	N
chr22:41418925-41419425	chr22:41022921-41023421	61.8	32.5	28.8	31.0	18.1	35.1	34.3	39.9	41.6	36.1	40.3	29.6	34.3	43.4	18.1	61.8	35.6	9.9	0.3	N
chr22:41808969-41809469	chr22:41412965-41413465	26.1	14.6	32.4	18.7	29.2	17.7	20.4	9.7	20.2	25.5	1.3	4.0	2.3	9.1	1.3	32.4	17.1	10.2	0.6	N
chr22:41985026-41985526	chr22:41589022-41589522	7.5	23.8	3.7	8.9	5.5	9.3	10.7	19.0	13.7	2.1	28.9	19.0	22.6	19.9	2.1	28.9	13.5	8.4	0.6	N
chr22:42195954-42196454	chr22:41799950-41800450	13.8	4.3	20.0	8.4	10.4	23.4	4.5	5.5	6.6	4.3	5.9	9.2	2.9	16.7	2.9	23.4	9.2	6.3	0.7	N
chr22:42394590-42395090	chr22:41998586-41999086	22.5	15.3	13.5	6.0	7.1	18.0	19.5	12.8	15.0	25.6	28.5	13.3	18.8	4.5	6.0	28.5	16.6	6.5	0.4	N
chr22:42469908-42470408	chr22:42073904-42074404	33.9	12.2	13.4	16.9	9.1	20.5	11.9	20.5	16.9	12.9	29.3	25.6	18.4	31.9	9.1	33.9	18.6	7.3	0.4	N
chr22:42474975-42475475	chr22:42078971-42079471	22.0	31.4	10.7	16.5	10.6	32.3	12.3	18.7	15.0	17.3	40.0	32.2	43.0	32.5	10.6	43.0	23.2	11.2	0.5	N
chr22:42685895-42686395	chr22:42289889-42290389	91.6	77.2	91.9	67.6	78.5	74.6	40.1	56.6	57.6	12.7	93.1	95.6	93.9	87.5	12.7	95.6	71.6	24.7	0.3	N
chr22:42734458-42734958	chr22:42338452-42338952	68.3	80.8	18.0	61.1	83.6	85.1	69.0	74.5	77.1	35.5	91.9	90.7	93.1	75.1	18.0	93.1	71.4	22.4	0.3	N
chr22:42896637-42897137	chr22:42500631-42501131	37.7	21.2	15.0	19.1	14.7	14.7	18.8	24.8	25.3	19.7	18.3	10.7	33.7	21.4	10.7	37.7	21.0	7.7	0.4	N
chr22:43045510-43046010	chr22:42649504-42650004	20.7	22.4	19.7	29.7	27.2	24.1	18.6	30.5	21.3	6.7	13.8	18.6	17.4	6.6	6.7	30.5	20.8	6.4	0.3	N
chr22:43165948-43166448	chr22:42769942-42770442	30.9	25.1	9.3	31.3	10.6	20.0	34.9	44.2	40.0	60.2	76.2	26.4	73.8	58.8	9.3	76.2	37.1	21.5	0.6	N
chr22:43547820-43548320	chr22:43151814-43152314	23.5	3.0	1.3	14.0	6.1	17.7	4.8	6.8	9.8	8.3	3.5	2.6	0.0	25.5	0.0	23.5	7.8	6.9	0.9	N
chr22:43739883-43740383	chr22:43343877-43344377	43.1	18.7	12.7	13.7	16.5	16.4	13.1	17.0	11.8	7.4	35.9	27.7	10.0	11.4	7.4	43.1	18.8	10.5	0.6	N
chr22:44258443-44258943	chr22:43862563-43863063	17.0	23.8	20.5	15.4	11.0	33.9	20.3	30.0	24.0	14.1	26.1	39.5	27.1	10.1	11.0	39.5	23.3	8.2	0.4	N
chr22:44893394-44893894	chr22:44497514-44498014	21.7	23.2	6.7	18.7	7.8	11.5	13.0	30.3	20.6	6.2	27.0	38.3	43.2	14.7	6.2	43.2	20.6	11.8	0.6	N
chr22:45015934-45016434	chr22:44620054-44620554	12.1	7.7	5.0	7.2	8.9	31.2	7.2	9.1	18.2	10.1	1.9	4.7	8.1	5.1	1.9	31.2	10.1	7.5	0.7	N
chr22:45124982-45125482	chr22:44729102-44729602	75.0	56.2	82.5	61.4	88.4	73.5	72.3	38.5	61.4	29.2	68.6	53.3	35.3	66.5	29.2	88.4	61.2	18.3	0.3	N
chr22:45132657-45133157	chr22:44736777-44737277	89.3	56.5	35.2	75.9	65.9	61.4	44.1	67.2	51.5	88.0	92.3	88.5	89.3	17.5	35.2	92.3	69.6	19.3	0.3	N
chr22:45680645-45681145	chr22:45284764-45285264	9.9	9.4	7.6	9.1	4.6	9.6	17.3	6.3	5.8	5.3	17.8	25.0	5.0	6.3	4.6	25.0	10.2	6.1	0.6	N
chr22:45705012-45705512	chr22:45309131-45309631	42.7	34.6	30.3	37.5	45.8	34.4	39.8	38.9	43.2	21.6	25.9	28.6	14.7	33.5	14.7	45.8	33.7	9.1	0.3	N
chr22:46276366-46276866	chr22:45880486-45880986	12.6	16.7	22.1	12.3	9.1	10.5	15.4	13.2	31.4	5.6	18.9	20.8	21.9	30.2	5.6	31.4	16.2	6.8	0.4	N
chr22:46285478-46285978	chr22:45889598-45890098	37.1	25.8	41.1	27.0	34.1	20.1	29.1	26.2	20.5	7.5	29.6	25.6	19.9	30.9	7.5	41.1	26.4	8.6	0.3	N
chr22:46373727-46374227	chr22:45977847-45978347	8.5	8.3	5.1	5.0	21.0	4.3	5.2	7.9	2.7	39.5	5.8	5.4	4.5	18.1	2.7	39.5	9.5	10.1	1.1	N
chr22:46481816-46482316	chr22:46085936-46086436	64.1	46.3	34.5	53.9	40.8	48.6	34.6	46.6	35.8	20.8	90.4	89.2	92.7	24.7	20.8	92.7	53.7	23.6	0.4	N
chr22:46691711-46692211	chr22:46295814-46296314	32.1	60.8	30.4	43.6	55.9	44.3	47.9	57.5	48.2	39.7	71.6	69.3	75.0	55.9	30.4	75.0	52.0	14.5	0.3	N
chr22:46770434-46770934	chr22:46374537-46375037	81.6	66.3	9.0	67.9	82.9	83.5	48.2	60.5	86.2	61.9	51.2	34.8	48.7	78.2	9.0	86.2	60.2	22.2	0.4	N
chr22:47070024-47070524	chr22:46674127-46674627	82.0	63.4	88.3	58.4	90.0	63.4	67.8	46.5	61.3	73.2	1.1	5.7	2.6	78.2	1.1	90.0	54.1	31.5	0.6	N
chr22:47081751-47082251	chr22:46685854-46686354	83.6	62.5	15.8	49.2	67.1	60.2	71.9	54.7	48.0	81.4	82.9	55.1	20.1	45.2	15.8	83.6	57.9	21.5	0.4	N
chr22:48887385-48887885	chr22:48491573-48492073	13.7	42.3	17.2	33.9	28.2	39.3	27.3	35.3	16.1	15.1	10.0	13.6	10.2	22.7	10.0	42.3	23.2	11.5	0.5	N
chr22:50025586-50026086	chr22:49631938-49632438	58.3	59.9	48.8	67.6	42.9	57.9	66.1	73.2	55.0	44.7	92.2	91.3	88.6	45.9	42.9	92.2	65.1	16.9	0.3	N
chr22:50098069-50098569	chr22:49704421-49704921	54.4	40.4	76.0	25.5	15.6	31.2	48.2	23.4	39.7	67.7	42.6	31.9	20.6	29.1	15.6	76.0	39.8	18.1	0.5	N
chr22:50118096-50118596	chr22:49724448-49724948	49.1	34.2	50.9	50.1	45.6	40.9	48.4	30.1	47.2	33.6	15.5	25.0	26.2	35.5	15.5	50.9	38.2	11.6	0.3	N
chr22:50219658-50220158	chr22:49826010-49826510	22.2	17.0	6.4	15.0	12.5	34.9	13.2	24.2	10.2	16.2	6.3	22.6	30.5	13.0	6.3	34.9	17.8	8.7	0.5	N
chr22:50318769-50319269	chr22:49925121-49925621	82.1	82.5	87.7	82.1	90.0	89.6	87.8	74.7	93.5	92.7	37.4	20.1	39.5	91.7	20.1	93.5	73.8	24.6	0.3	N
chr22:50356097-50356597	chr22:49962449-49962949	20.7	8.9	3.9	12.4	41.4	15.3	5.1	17.2	6.5	19.8	21.0	6.7	9.2	32.6	3.9	41.4	14.5	10.1	0.7	N
chr22:50466309-50466809	chr22:50027880-50028380	62.5	46.4	35.8	69.7	59.7	78.6	38.4	60.2	77.8	64.9	21.4	50.9	54.9	31.0	21.4	78.6	55.5	16.7	0.3	N
chr22:50483351-50483851	chr22:50044922-50045422	71.2	64.1	67.3	68.5	66.7	70.5	70.1	49.2	82.5	77.3	20.7	22.6	25.4	38.5	20.7	82.5	58.2	21.5	0.4	N
chr22:50611416-50611916	chr22:50172987-50173487	78.5	72.0	84.0	78.8	84.3	71.2	80.4	66.2	86.6	84.3	31.3	36.3	21.4	47.8	21.4	86.6	67.3	22.5	0.3	N
chr22:50618279-50618779	chr22:50179850-50180350	80.2	72.0	19.1	58.1	75.1	71.2	75.8	65.0	75.4	83.1	41.0	32.8	22.1	63.6	19.1	83.1	59.3	22.6	0.4	N
chr22:50629665-50630165	chr22:50191236-50191736	72.3	51.5	72.3	59.9	48.9	70.3	55.7	41.8	73.2	66.7	0.0	0.0	0.0	75.8	0.0	73.2	47.1	28.6	0.6	N
chr22:50690161-50690661	chr22:50251732-50252232	24.7	23.0	6.6	28.7	32.4	26.0	27.5	24.6	35.1	49.7	43.1	27.5	3.7	53.7	3.7	49.7	27.1	12.5	0.5	N
chr22:50987071-50987571	chr22:50548642-50549142	7.9	10.4	3.6	6.7	7.1	62.6	36.3	12.0	11.9	9.1	2.9	3.7	3.8	62.1	2.9	62.6	13.7	17.0	1.2	N
chr22:51016754-51017254	chr22:50578325-50578825	53.2	32.1	31.7	21.9	39.3	15.3	40.3	40.0	19.1	31.9	72.6	48.7	63.0	29.8	15.3	72.6	39.2	16.8	0.4	N
chr22:51041995-51042495	chr22:50603566-50604066	19.7	12.9	27.6	7.6	32.7	51.2	32.3	38.7	16.9	68.7	10.3	11.6	5.1	42.9	5.1	68.7	25.8	18.8	0.7	N
chr22:51136171-51136671	chr22:50697743-50698243	28.2	53.1	20.2	49.0	17.3	37.2	26.6	48.8	30.7	10.0	90.7	89.8	92.6	33.7	10.0	92.6	45.7	28.8	0.6	N
chr3:237892-238392	chr3:196209-196709	14.1	19.2	22.6	11.8	14.0	14.1	10.3	19.4	14.0	1.4	16.9	19.8	13.1	15.7	1.4	22.6	14.7	5.4	0.4	N
chr3:350661-351161	chr3:308978-309478	36.8	24.8	50.7	46.0	39.2	26.8	51.8	38.8	31.0	45.9	38.2	49.5	19.0	32.8	19.0	51.8	38.4	10.5	0.3	N
chr3:2141530-2142030	chr3:2099846-2100346	5.5	6.5	2.3	5.2	1.4	6.3	3.8	4.0	2.6	3.1	11.9	22.0	6.6	15.5	1.4	22.0	6.3	5.4	0.9	N
chr3:4344506-4345006	chr3:4302822-4303322	48.4	36.6	40.2	41.9	12.0	25.4	23.6	29.3	17.0	37.0	46.4	55.8	51.9	26.1	12.0	55.8	35.8	13.6	0.4	N
chr3:4909463-4909963	chr3:4867779-4868279	11.6	29.3	9.8	21.8	4.6	24.8	15.2	35.8	26.3	11.3	31.3	54.4	33.8	57.6	4.6	54.4	23.8	13.6	0.6	N
chr3:5024377-5024877	chr3:4982692-4983192	47.9	82.3	93.0	86.5	43.4	88.1	45.9	92.0	54.9	68.2	87.4	82.9	95.5	85.3	43.4	95.5	74.5	19.6	0.3	N
chr3:5137549-5138049	chr3:5095864-5096364	13.5	9.1	39.9	4.4	11.2	6.2	4.9	4.0	1.8	1.7	13.4	14.5	7.0	54.6	1.7	39.9	10.1	10.0	1.0	Y
chr3:6903324-6903824	chr3:6861637-6862137	6.4	3.2	21.2	4.2	2.1	2.4	5.5	2.9	1.9	0.8	6.2	14.3	2.9	16.9	0.8	21.2	5.7	5.8	1.0	N
chr3:9594069-9594569	chr3:9552385-9552885	19.8	9.6	30.8	7.1	6.5	7.7	14.3	7.5	3.9	5.3	16.0	16.9	8.5	5.9	3.9	30.8	11.8	7.5	0.6	N
chr3:9851977-9852477	chr3:9810293-9810793	28.6	8.1	4.4	7.8	5.2	5.0	6.7	6.4	6.0	4.6	29.8	35.5	13.3	56.3	4.4	35.5	12.4	11.1	0.9	Y
chr3:9904332-9904832	chr3:9862648-9863148	8.2	11.9	2.5	10.2	5.3	29.2	6.1	7.4	5.9	53.0	16.6	11.3	5.8	1.2	2.5	53.0	13.3	13.7	1.0	N
chr3:9987396-9987896	chr3:9945712-9946212	60.4	43.6	33.5	44.1	25.0	34.5	37.3	47.6	36.4	32.2	83.3	81.0	61.0	31.9	25.0	83.3	47.7	18.5	0.4	N
chr3:10183806-10184306	chr3:10142122-10142622	29.7	31.3	21.5	20.5	23.4	35.0	18.9	28.1	25.3	15.1	15.8	4.2	22.5	2.2	4.2	35.0	22.4	8.0	0.4	N
chr3:10858188-10858688	chr3:10816503-10817003	32.5	26.2	45.5	21.6	17.2	19.6	26.9	34.4	19.6	8.9	25.5	28.8	21.9	16.9	8.9	45.5	25.3	9.1	0.4	N
chr3:12200184-12200684	chr3:12158684-12159184	19.0	29.7	3.7	9.0	7.2	32.0	9.1	12.5	9.4	5.3	40.2	14.2	7.9	4.8	3.7	40.2	15.3	11.5	0.8	N
chr3:13115128-13115628	chr3:13073628-13074128	58.4	19.9	29.1	17.8	40.3	17.2	18.2	18.9	16.9	12.3	26.2	10.3	19.3	12.2	10.3	58.4	23.4	13.0	0.6	N
